皑,ai,白,11,皚,rmnn,1608,32511252515,"皑 <形>
(形声。从白,豈声。字亦作溰。本义:霜雪洁白) 洁白 [pure white]
皑,霜雪之白也。――《说文》
漂积雪之皑皑兮。――刘歆《遂初赋》
浩浩皑皑。――枚乘《七发》。注:“高白之貌。”
皑如山上雪。――古乐府《白头吟》。
又如:皑白;皑雪(白雪。比喻素服)"
癌,ai,疒,17,癌,ukkm,1609,41341251251251252,"癌 <名>
发生于上皮组织的恶性肿瘤 [cancer]。如:肝癌、胃癌、食道癌、血癌(白血病)、肺癌、喉癌、子宫癌、肠癌"
嗳,ai,口,13,噯,kepc,6440,2513443451354,"嗳 <叹>
同“哎”
表示应答与呼唤 [why] 
表示应答
王二:“桂兰!”王妻∶“嗳!”――张庚编《秧歌剧选》
表示提醒或呼唤。如:嗳!小心别摔着了;嗳!快来呀
表示不满或惊讶 [oh,well]
嗳!别哄我罢!――《老残游记》"
矮,ai,矢,13,矮,tdtv,1611,3113431234531,"矮 <形>
(形声。从矢,委声。本义:身材短)
同本义(古汉语多用短,少用矮) [short;human being,animal or plant much lower than the average]
矮,短人也。――《说文新附》
道州地产民多矮,每年常配乡户,竟以其男号为矮奴。――《旧唐书·阳城传》。
又如:又矮又胖;矮个(身材短小的人)
低,不高 [low]
矮墙低屋的,难道都不怕亲戚们听见笑话了吗?――《红楼梦》。
又如:矮屋(低小的小屋)
等级、地位在下 [be low in grade]。如:我比他矮一级
情感不高尚的;卑下的 [base]
当着矮人,别说矮话。――《红楼梦》
矮 <动>
使身体放低"
蔼,ai,艹,14,藹,ayjn,1610,12245251135345,"蔼 <形>
树木生长繁茂 [luxuriant]
蔼蔼,盛也。――《广雅》
蔼,茂盛貌。――《集韵》
离芳蔼之方壮兮,余萎约而悲愁。――《楚辞·宋玉·九辩》。
又如:蔼彩(芳鲜茂盛的样子)
盛多的样子 [numerous]
蔼蔼、济济,止也。――《尔雅》
蔼蔼王多吉士,维君子使,媚于天子。――《诗·大雅·卷阿》
才夫蔼蔼而曼着兮。――《楚辞·逢纷》。注:“盛多貌。”
郁萧条其幽蔼。――扬雄《河东赋》
和气,态度好 [gentle]
笑语蔼然。――《聊斋志异·王大》。
又如:和蔼(态度温和,容易接近)
蔼 <名>
云气。通“霭” [mist]
 "
霭,ai,雨,19,靄,fyjn,8616,1452444445251135345,"霭 <名>
(形声。从雨,谒声。本义:云气)
同本义 [mist]
倾云结流霭。――《文选·陆机·挽歌诗三首》
暮霭沉沉楚天阔。――柳永《雨霖铃》
山涤余霭,宇暧微霄。――陶潜《时运》
又如:暮霭(傍晚的云雾)
烟雾;蒸气 [smoke;vapor;mist]
白云回望合,青霭入看无。――唐·王维《终南山》
姓"
艾,ai,艹,5,艾,aqu,1612,12234,"艾〈名〉
(形声。本义:草名)
即艾蒿 [Argy wormwood;mugwort wormwood]。一种菊科的多年生草本植物(Artemisia argyi),叶制成艾绒,供针灸用
艾,冰台也。――《说文》
削冰令圆举以向日,干艾于后,承其景则得火,故曰冰台。――《博物志》
彼采艾兮,一日不见,如三岁兮。――《诗·王风·采葛》
求三年之艾也。――《孟子》。
又如:艾人(用艾草结成的草人。旧俗在端午节以艾人悬挂于门上,可以避邪除毒)
老年,对老年人的敬称 [the  old]
有幼、壮、艾之期。――刘禹锡《送鸿举师游江南引》
五十曰艾,服官政。――《礼记》。郑玄注:艾,老也"
爱,ai,爫,10,愛,epdc,1614,3443451354,"爱〈动〉
(形声。从心,旡声。本义:亲爱;喜爱)
对人或事物有深厚真挚的感情 [love]
惠,爱也。――《尔雅》
爱施者,仁之端也。――《说苑·说丛》
君子自爱,仁之至也。――《法言》
爱亲者不敢恶于人。――《孝经》。沈宏曰:“亲至结心为爱。”
爱共叔段,欲立之。――《左传·隐公元年》
停车坐爱枫林晚,霜叶红于二月花。――杜牧《山行》
父母之爱子也,则为之计深远。――《战国策》
公夫人甚爱女。――明·崔铣《记王忠肃公翱三事》
爱其子,择师而教之。――唐·韩愈《师说》
非疏骨肉爱过客。――《韩非子·五蠹》。
"
砹,ai,石,10,砹,daqy,7733,1325112234,"砹〈名〉
一种属于卤族的放射性元素,原子序数85 [astatine]――元素符号At"
隘,ai,阝,12,隘,buwl,1615,524313425221,"隘 <形>
(形声。籀文从阜,益声。阜,土山,从“阜”的字多与地势有关。本义:狭窄;狭小)
同本义 [narrow]
隘,陋也。――《说文》
君子以为隘矣。――《礼记·礼器》。注:“狭陋也。”
相逢狭路间,道隘不容车。――《古诗十九首》
诞置之隘巷,牛间腓字之。――《诗·大雅·生民》
引申为心胸狭窄 [narrow-minded;intolerent]
伯夷隘,柳下惠不恭。――《孟子·公孙丑上》
或言其太隘。――宋·司马光《训俭示康》
又
此为宰相听事诚隘。
又如:狭隘(宽度小; [心胸、气量、见识] 局限在一个小范围内;不宏大)
隘 <名>
险要的通道"
嗌,ai,口,13,嗌,kuwl,6441,2514313425221,"嗌〈动〉
咽喉塞住 [choke]
嗌,噎也…秦 晋或曰嗌。――《方言》
嗌不容粒。――《谷梁传·昭公十九年》。
又如:嗌喉(上吊身亡)"
嫒,ai,女,13,嬡,vepc,7040,5313443451354,"嫒 <名>
对对方的女儿的尊称 [daughter]。作“令嫒”。今作“令爱”"
碍,ai,石,13,礙,djgf,1613,1325125111124,"碍 <动>
(形声。从石,疑声。本义:妨碍,阻挡)
同本义 [prevent;stop]
碍,止也。――《说文》
限至曰碍。――《通俗文》
孰能碍之。――《列子·力命》。注:“止也。”
碍诸以礼乐。――《法言·问道》。注:“限也。”
直视无碍――吴均《与朱元思书》
又如:碍手碍脚
妨碍别人做事,使人感到不方便;障碍(挡住道路,使不能顺利通过;也指阻挡物);碍着脸(难为情,怕伤情面)
遮蔽;掩盖 [cover;screen]
云雾不礙其视。――《列子·黄帝》
四角碍白日,七层摩苍穹。――岑参《与高适薛据同登慈恩寺》
"
叆,ai,厶,14,靉,,,11543443451354,"叆〈形〉
云盛的样子 [cloudy;dim]
云覆日为叆叇。――《通俗文》
叆叇云布。――木华《海赋》。
又如:叆叇(浓云密布的样子;又指昏暗不明的样子);叆叆(浓郁盛多的样子)"
暧,ai,日,14,曖,jepc,7451,25113443451354,"暧〈形〉
(形声。从日,爱声。本义:昏暗不明的样子) 同本义 [dim]
时暧曃其莽兮,召玄武而奔属。――《楚辞·远游》
暧暧远人村,依依墟里烟。――晋·陶渊明《归园田居》。
又如:暧然(昏暗不明的样子);暧暧(昏暗不明的样子)
暧〈动〉
掩蔽 [cover;screen;shelter]
轻 脐铀设健（D―谢灵运《会吟行》"
瑷,ai,王,14,璦,gepc,7208,11213443451354,"瑷 <名>
美玉 [fine jade]
瑷,美玉。――《玉篇》。
又作地名用字。瑷珲,县名,在黑龙江,今作“爱辉”"
僾,ai,亻,15,僾,,,323443454544354,"僾 <动>
仿佛;好像 [seem]
僾,仿佛也。从人,爱声。――《说文》
僾然必有见乎其位。――《礼记·祭义》。
又如:僾然(仿佛,隐约)"
薆,ai,艹,16,薆,,,1223443454544354,"薆 <动>
隐蔽 [cover]
薆,隐也。――《尔雅》
众薆然而蔽之。――《楚辞·离骚》
观众树炙薆恕―《史记·司马相如传》
薆 <形>
草木茂密 [(of grass or trees) dense]
南园薆兮果载荣。――三国魏·曹植《临观赋》。
又如:薆(草木茂盛的样子)"
餲,ai,飠,17,餲,,,34451154251135345,"餲 <形>
食物经久而变味 [putrid]。如:餲饐(食物败坏变味)"
安,an,宀,6,安,pvf,1618,445531,"安〈形〉
(会意。从“女”在“宀”下,表示无危险。本义:安定;安全;安稳)
同本义 [peaceful;quiet;calm;tranquil]
安,定也。――《尔雅》
共给之为安。――《庄子·天地》
好和不争曰安。――《周书·谥法》
心皆安下切上。――《仪礼·少牢礼》
是故君子安而不忘危 （D―《易·系辞下》
居安思危。――《左传·襄公十一年》
风雨不动安如山。――杜甫《茅屋为秋风所破歌》
然后得一夕安寝。――宋·苏洵《六国论》
谢庄遂安。――清·徐珂《清稗类钞·战事类》。
又如:安睡;安寝;安抵(平安地抵达);心神不安;坐立不安;安枕(安安稳稳)"
桉,an,木,10,桉,spvg,7281,1234445531,"桉〈名〉
桉树 [eucalyptus;gum]。桃金娘科桉属植物的泛称。常绿乔木"
氨,an,气,10,氨,rnpv,1617,3115445531,"氨〈名〉
氮和氢的化合物NH3 [ammonia] 比空气轻,有极强的刺激性气味,易溶于水,冷却加压下很易冷凝成液体,因此常用液氨蒸发吸热来人工致冷"
庵,an,广,11,庵,ydjn,6654,41313425115,"庵 <名>
(闇的俗字作庵或菴)
圆顶草屋 [small thatched hut]
草圆屋谓之庵。――《释名·释宫室》
庵,舍也。――《广雅》
亲人菴庐。――《后汉书·皇甫规传》
居河之湄,结划为庵。――《神仙传·焦先传》。
又如:庵舍(设在墓旁的草屋);庵庐(草舍)
尼姑的住所 [nunnery]
一定另外或村庄或尼庵寻个下处。――《红楼梦》。
又如:水月庵;庵堂(尼姑庵)"
谙,an,讠,11,諳,yujg,5847,45414312511,"谙 <动>
(形声。从言,音声。本义:熟悉)
同本义 [familiar;know well]
谙,悉也。――《说文》
江南好,风景旧曾谙。――白居易《忆江南》
协久在中朝,谙练旧事。――《晋书·刁协传》
故谙事识体者,善权轻重。――《晋书·刑法志》
未谙姑食性,先遣小姑尝。――王建《淅嫁娘》。
又如:谙悉(熟知);谙练(熟知,有经验)
熟记 [learn by heart]
其陵树株蘖,皆谙其数。――《后汉书·虞延传》"
媕,an,女,12,媕,,,531341251132,"媕娿
[hesitate] 无主见,犹豫不决
中朝大官老于事,讵肯感激徒媕娿。――韩愈《石鼓歌》
媕呓
[somniloquy] 说梦话
生者当时,只如媕呓一般。――明·罗贯中《平妖传》"
腤,an,月,13,腤,,,3511414312511,"腤〈动〉
烹煮,古代用盐、豉、葱与肉类同煮的一种烹调法 [cook]。如:腤鸡;腤白肉;腤猪;腤鱼"
鹌,an,鸟,13,鵪,djng,8038,1342511535451,"鹌鹑
[quail] 一种迁徙性雉类鸟,长约18厘米,棕黑色而有黄色斑点,尾短,不善飞"
鞍,an,革,15,鞍,afpv,1616,122125112445531,"鞍 <名>
(形声。从革,安声。本义:马鞍) 同本义 [saddle]
鞌,鞁具也。――《说文》
令皆下马解鞍。――《汉书·李广传》
投鞌高如城者数所。――《汉书·韩安国传》
汉王下马踞鞍而问。――《史记·留侯世家》。
又如:鞍桥(指马鞍。因马鞍的形状像桥而得名);鞍辔(骑马的用具。鞍为坐具,辔为控马的缰束)"
闇,an,門,17,闇,,,51122511414312511,"闇 <动>
(形声。从门,音声。本义:闭门)
同本义 [shut]
闇,闭门也。――《说文》
见蔼闇阁读书。――《梁书·乐蔼传》
又如:闇门(隐蔽的门)
蒙蔽;遮蔽 [shadow]
桑麻闇日。――《水经注·江水》
不下比以闇上。――《荀子·不苟》。注:“掩上之月也。”
又如:闇室(遮去光线的房间);闇没(埋没,掩没)
闇 <形>
同“暗”(经传多以闇为之) [dark]
闇,冥也。――《小尔雅》
夏后氏祭其闇。――《礼记·祭义》
孝子不服闇。――《礼记·曲礼》。注:“冥也。”
彼日月兮闇昧。――王逸《九思·守志》
又如:闇时(昏暗的时代);闇昧(暗淡;指"
鮟,an,魚,17,鮟,,,35251214444445531,"鮟鱇
[angler] 属于足鳍目的一种欧美产的海鱼,头大而扁,常半埋在泥沙里,移动头上的一根诱物和嘴边的一些肉质附器,引诱吞食其他的鱼"
盫,an,皿,18,盫,,,341251125351125221,"盫〈动〉
覆盖 [cover]
若盫盖平严密,则郁而不散。――王夫之《张子正蒙注》
又如:盫盖(覆盖)
遮盖或密封有机物使发酵 [ferment]。如:盫酒(米饭拌酒母置于容器中以酝酿成酒)
盫〈名〉
古代盛食物的器具 [chinese utensil for containing food]
古器之名,则有…壶、 V、瓿。――陶宗仪《辍耕录》"
啽,an,口,12,啽,,,251341251132,"啽〈名〉
梦话 [words uttered in one's sleep]
眠则啽呓呻呼。――《列子·周穆王》
又如:啽呓(说梦话)
鸟声 [chirp]。如:啽哢"
垵,an,土,9,垵,,,121445531,同“埯”。地名用字(福建省龙海县有新垵)
俺,an,亻,10,俺,wdjn,1619,3213425115,"俺〈代〉
[方]∶我 [I]
都道是金玉良缘,俺只念木石前盟。――《红楼梦》
又如:俺那儿(我家里那个。指丈夫);俺不去
[方]∶我的 [my]。如:俺爹
[方]∶我们的 [our]。如:俺村"
唵,an,口,11,唵,,,25113425115,"唵 [方]∶把手里握着的粒状或粉末状的东西塞进嘴里 [put sth.into mouth]。如:唵了一口炒米;唵了两口雪
唵
――佛教咒语的发声字 [om]。为婀、乌、莽三字合成。如:唵字咒语(佛教语。“唵”字包括有所谓摄伏的作用,据说行此法时,可使一切诸天龙神听从指挥)"
埯,an,土,11,垵,fdjn,5991,12113425115,"埯〈名〉
点播种子时挖的小坑 [hole to sow seeds in]。如:封埯
小坑点播的种子 [seed]――作量词,用于瓜、豆等。如:一埯花生
埯〈动〉
挖小坑点种――用于瓜、豆等 [dibble]。如:埯豆角"
铵,an,钅,11,銨,qpvg,7907,31115445531,"铵 <名>
由氨衍生的一种离子NH4+或基―NH4,也叫“铵根” [ammonium]。在化合物中的地位相当于具有一价金属性质的离子。如:氯化铵、硫酸铵等"
揞,an,扌,12,揞,rujg,6278,121414312511,"揞〈动〉
掩藏 [hide]。如:揞青育(捉迷藏);揞(遮掩)
揩拭 [wipe out]
春衫双袖漫漫将泪揞。――贾仲名《萧淑兰》
用手把药粉或其他粉末敷在伤口上 [apply(medicinal powder to a wound)]。如:手上破了一小块,用点牙粉把伤口揞上
按;捂 [press]
连忙揞住屁股。――清 ふ拍献逗蔚洹 "
晻,an,日,12,晻,,,251113425115,"晻〈形〉
阴暗 [obscure;gloomy;dark]
唵,不明也。从日,奄声。与暗意义略同。――《说文》
日光晻。――《汉书·五行志》
三光晻昧。――《汉书·元帝纪》
是奸人将以盗名于晻世者也,险莫大焉。――《荀子·不苟》
又如:晻霭(昏暗的云气);晻晻(昏暗的样子)
隆盛的样子 [flourishing]。如:晻暧(隆盛的样子);晻郁(隆盛的样子)"
犴,an,犭,6,犴,qtfh,6577,353112,"犴〈名〉
产于中国北方的一种野狗,似狐而小,黑喙 [fierce Mongolian dog;a species of wild dog with black mouth and nose]
犴,胡地野狗也。――《说文》
犴,野狗,似狐,黑喙。――《字林》
古时乡亭的拘留所,后泛指监狱 [prison]
狱犴不治。――《荀子·宥坐》
又如:犴户(犴庭,犴圄,犴狴,犴狱。皆指监狱);犴讼(狱讼)"
岸,an,山,8,岸,mdfj,1622,25213112,"岸〈名〉
(形声。从山,从厂,干声。厂(山崖),意思为水边高起之地。本义:河岸)
同本义 [bank]
淇则有岸。――《诗·卫风·氓》
三尺之岸,而虚车不能登也。――《荀子·宥坐》
两岸猿声啼不住,轻舟已过万重山。――唐·李白《早发白帝城》
后泛指靠近水边的陆地
岸芷汀兰。――宋·范仲淹《岳阳楼记》
又如:沿岸;起岸(把货物从船上搬运到岸上)
比喻高位 [high position]
诞先登于岸。(诞:发语词,无义。)――《诗·大雅·皇矣》
台阶 [steps]
襄岸夷涂。――张衡《西京赋》
岸〈形〉
高傲 [lofty;haughty]
莫笑老翁犹气岸。――黄庭坚"
按,an,扌,9,按,rpvg,1620,121445531,"按〈动〉
(形声。从手,安声。本义:用手向下压或摁)
同本义 [press down]
按,下也。谓手抑物使下。――《说文》
于是天子乃按辔徐行。――《史记·绛侯周勃世家》
项王按剑而跽曰。――《史记·项羽本记》
缇骑按剑而前。――张溥《五人墓碑记》
则以一平板按其面。 D―宋·沈括《梦溪笔谈·活板》
又如:按电钮;按铃;按手印
控制;抑止 [control;restrain]
以按徂旅。――《诗·大雅·皇矣》
按强助弱。――《管子·霸言》
赵简子按兵而不动。――《吕氏春秋·召类》
何不按兵束甲。――《资治通鉴》
若街亭有兵把守,即当按兵不行。"
案,an,木,10,案,pvsu,1624,4455311234,"案〈名〉
(形声。从木,安声。本义:木制的盛食物的矮脚托盘)
同本义 [footed vessel]
赵王张敖自持案进食。――《史记·田叔列传》
妻为具食,不敢于鸿前仰视,举案齐眉。――《后汉书·梁鸿传》
对案不能食,拔剑击柱长叹息。――南朝宋·鲍照《拟行路难》
又如:捧案;案杯(案酒)
无靠背的坐具 [stool]
师田,则张幕设案。(师田:出师或田猎。)――《周礼·天官》
长方形的桌子 [long usu,wooden table]
案,几属。――《说文》
权拔刀斫前奏案。――《三国志·周瑜传》
庑下一人伏案卧。――清·方苞《左忠毅公逸事》
"
胺,an,月,10,胺,epvg,1623,3511445531,"胺〈名〉
氨分子里的氢被烃基或其他非酸性有机基取代后衍生出的一类有机化合物 [amine]"
暗,an,日,13,暗,jujg,1621,2511414312511,"暗〈形〉
(形声。从日,音声。本义:昏暗)
同本义。与“明”相对 [dim;dark;dull]
暗,日无光也。――《说文》
日中光明,故其出入时光暗,故大。――《论衡·说日》
体之感何自起?曰,起于远近之比例,明暗之掩映。――蔡元培《图画》
又如:昏暗(光线不足);暗中摸索(在黑暗中寻找探索)
昏昧,愚昧;不明白 [dull;stupid;unclear]
上暗则政险。――《荀子·天率》
又如:暗昧(真假不明;暧昧,含糊不清);暗主(昏庸的君主)
隐秘 [hidden;secret]
别有幽愁暗恨生,此时无声胜有声。――白居易《琵琶行》
又如:暗记儿;暗号
地下 [underground]。"
黯,an,黑,21,黯,lfoj,8786,254312114444414312511,"黯〈形〉
(形声。从黑,音声。本义:深黑色)
同本义 [black]
黯,深黑色也。――《说文》
黯,黑也。――《广雅》
黯然而黑。――《史记·孔子世家》
花过而采,则根色黯恶,此其效也。――宋·沈括《梦溪笔谈》
又如:黯然(黑暗的样子)。泛指黑色
昏暗,暗淡无光 [dim]
 故拂鐾垩伞（D―《淮南子·主术》
后面也照见了丁字街头破匾上“古囗亭口”这四个黯淡的金字。――鲁迅《药》
又如:黯淡(昏暗不光明的样子)
心神沮丧的样子 [gloomy]
黯然销魂者,惟别而已矣。――江淹《江文通集》
又如:黯然欲绝(形容极其伤感的情状)"
肮,ang,月,8,骯,eymn,1625,35114135,"肮脏
[dirty;filthy;foul]
脏;不干净
肮脏的街道
肮脏的池塘
比喻卑鄙、丑恶;道义上应受指责
肮脏的交易"
昂,ang,日,8,昂,jqbj,1626,25113552,"昂〈动〉
(形声。从曰,卬声。本义:仰起,抬起)
同本义 [hold (one's head) high]
袒胸露乳,矫首昂视,神情与苏黄不属。――明·魏学洢《核舟记》
柳树得春风,一低复一昂。――《乐府诗集·柳树得春风》
又如:昂首(仰着头);昂首挺胸(仰着头,挺起胸膛。形容无所畏惧或坚决的样子)
高,升高 [hoist;rise]
横奉之,令左昂右低,如有首尾然。――《礼记·曲礼》
抬高物价 [force up the prices]
昂其直,居为奇货。――《聊斋志异·促织》
昂〈形〉
高(与“低”相对) [high]。如:昂霄(高入霄汉,形容出人头地或才能杰出)
昂扬。高傲"
枊,ang,木,8,枊,,,12343552,"枊〈名〉
拴马桩 [hitching post]
枊,马柱也。从木,卬声。――《说文》
刘备解绶,缚督邮马枊。――《三国志·蜀志》
斗拱 [dougong (a system of bracket in Chinese building)]
飞枊鸟踊。――何晏《景福殿赋》。注:“今人名屋四阿栱曰杄枊,或曰柳,当作枊,借枊为栱, ?斗栱也。”"
盎,ang,皿,10,盎,mdlf,1627,2513425221,"盎〈名〉
(形声。从皿,央声。本义:腹大口小的盛物洗物的瓦盆)
同本义 [an earthen vessel with a big belly and a small mouth]
盎,盆也。――《说文》
盎谓之缶。――《尔雅》
盎中无斗米储。――《乐府诗集·东门行》
又如:盎盂相敲(比喻家庭口角)
盎齐(浊酒)的省称 [angqi]
三曰盎齐。――《周礼·酒正》
盎〈动〉
充溢 [fill to overflow]
其生色也睟然,见于面,盎于背。――《孟子·尽心上》
又如:兴趣盎然;盎盎(洋溢的样子,充盈的样子);盎溢(充盈洋溢)"
醠,ang,酉,17,醠,,,12535112513425221,"醠〈名〉
清酒 [clear wine]
醠,浊酒也。从酉,盎声。清于醴而浊于缇,沈者,礼经皆以盎为之。――《说文》
清醠之美,始于耒耜。――《淮南子·说林训》"
凹,ao,凵,5,凹,mmgd,1628,25251,"凹〈形〉
周围高,中间低 [concave;hollow;sunken;dented]
其湖无凹凸,平湖无高下。――《神异经·北方荒经》
又如:凹岸;凹面;凹洼(凹陷);凹地;凹处"
坳,ao,土,8,坳,fxln,5974,12155453,"坳 <名>
(形声。从土,幼声。本义:低凹的地方)
同本义 [hollow]
下者飘转沉塘坳。――杜甫《茅屋为秋风所破歌》
又如:坳窊(地面的低洼处);坳堂(堂上的低洼处);坳洼(地面的低洼处)
山间的平地 [a flabland in a mountain range;col]
下至山坳,瞑色已合。――《徐霞客游记》
又如:山坳(山间平地)
有的密密麻麻,好似埋伏在深坳里的奇兵。――《井冈翠竹》"
垇,ao,土,8,垇,,,12125251,"垇〈名〉
同“坳” [a depression in a mountain range;col]。今多用作地名。如:黄垇、车垇(都在江西省遂川);三仙垇(在湖南省宁乡)
岙 <名>
山中深奥处 [col]。浙江、福建等沿海一带称山间平地为“岙”
出南门三十里,宿于八岙。――《梦溪笔谈·雁荡山》
又如:山岙(山间平地)――多作地名:松岙(今在浙江)
河湾可泊船处 [anchorageground]"
爊,ao,火,19,爊,,,4334413522115354444,"爊 <动>
把食物埋在灰火中煨熟 [roast in hot cinders]
草里泥封,塘灰中爊之。――贾思勰《齐民要术》
又如:爊鱼(在灰火中烧鱼);爊肉(烤肉)
用文火久煮 [stew]。如:爊煎(比喻折磨)"
敖,ao,攵,10,敖,gqty,1629,1121533134,"敖〈动〉
(会意。从也,从出,俗字作遨。本义:漫游;闲游)
同本义[stroll;roam]
敖,出游也。――《说文》
敖不可长。――《礼记·曲礼》
微我无酒,以敖以游。――《诗·邶风·柏舟》
民不敖,则业不败。――《商君书·垦令》
邑亡敖民。――《汉书·食货志》
不得令晨 谷セ仕锇降础（D―《汉书·丙吉传》
又如:敖民(游民);敖翔(遨游飞翔)
喧哗;叫喊 [noise;cry]
而日为乱人之道,百姓欢敖。――《荀子·强国》
敖〈名〉
粮仓 [granary]。如:敖仓(敖庾。秦代所建谷仓名。在河南省郑州市西北邙山上。山上有城,秦于其中置谷仓,故曰“敖仓”"
